"Vital Statistics
Frequency of Baby Names
From:  Jan 1, 2021  To:  Dec 31, 2022"				
Ranking by Gender & Year	First Name	Frequency	Gender	Year
2059	Raef 	1	Boy	2021
2059	Rael 	1	Boy	2021
2059	Raey 	1	Boy	2021
2059	Rafaël 	1	Boy	2021
2059	Rafealle	1	Boy	2021
2059	Raffaello	1	Boy	2021
2059	Rafferty 	1	Boy	2021
2059	Rafic	1	Boy	2021
2059	Rafid 	1	Boy	2021
2059	Rafin	1	Boy	2021
2059	Raftar 	1	Boy	2021
2059	Raghuram 	1	Boy	2021
2059	Ragin 	1	Boy	2021
2059	Ragnars	1	Boy	2021
2059	Rahdin	1	Boy	2021
2059	Raheem 	1	Boy	2021
2059	Raheim 	1	Boy	2021
2059	Rahman 	1	Boy	2021
2059	Rahmiro 	1	Boy	2021
2059	Rahsi 	1	Boy	2021
2059	Railey 	1	Boy	2021
2059	Raine 	1	Boy	2021
2059	Rainier 	1	Boy	2021
2059	Raistlin 	1	Boy	2021
2059	Raizen 	1	Boy	2021
2059	Raizo 	1	Boy	2021
2059	Raja 	1	Boy	2021
2059	Rakan 	1	Boy	2021
2059	Rakshak	1	Boy	2021
2059	Raldrick 	1	Boy	2021
2059	Raleigh 	1	Boy	2021
2059	Ralf 	1	Boy	2021
2059	Rame 	1	Boy	2021
2059	Rameez	1	Boy	2021
2059	Ramon 	1	Boy	2021
2059	Ramsay 	1	Boy	2021
2059	Ramsey 	1	Boy	2021
2059	Ramy 	1	Boy	2021
2059	Ramzi	1	Boy	2021
2059	Ran 	1	Boy	2021
2059	Ranav 	1	Boy	2021
2059	Randall 	1	Boy	2021
2059	Randolph 	1	Boy	2021
2059	Randon 	1	Boy	2021
2059	Rane 	1	Boy	2021
2059	Ranger 	1	Boy	2021
2059	Rannfateh 	1	Boy	2021
2059	Ranntegh 	1	Boy	2021
2059	Ransher 	1	Boy	2021
2059	Ransom 	1	Boy	2021
2059	Rantegh 	1	Boy	2021
2059	Ranyodh 	1	Boy	2021
2059	Raoul 	1	Boy	2021
2059	Rapha 	1	Boy	2021
2059	Raphael-Pierre 	1	Boy	2021
2059	Rashad 	1	Boy	2021
2059	Rassell 	1	Boy	2021
2059	Raúl 	1	Boy	2021
2059	Ravi 	1	Boy	2021
2059	Rawi 	1	Boy	2021
2059	Rayden-Charm 	1	Boy	2021
2059	Rayen	1	Boy	2021
2059	Rayhaan 	1	Boy	2021
2059	Rayhan 	1	Boy	2021
2059	Rayin 	1	Boy	2021
2059	Raylynn 	1	Boy	2021
2059	Rayn	1	Boy	2021
2059	Rayson 	1	Boy	2021
2059	Rayush	1	Boy	2021
2059	Rayven 	1	Boy	2021
2059	Rayzor 	1	Boy	2021
2059	Raziel 	1	Boy	2021
2059	Reaan	1	Boy	2021
2059	Real 	1	Boy	2021
2059	Réal 	1	Boy	2021
2059	Rearden 	1	Boy	2021
2059	Redan	1	Boy	2021
2059	Redden 	1	Boy	2021
2059	Redford 	1	Boy	2021
2059	Redge 	1	Boy	2021
2059	Reefe 	1	Boy	2021
2059	Reeho	1	Boy	2021
2059	Reeves 	1	Boy	2021
2059	Reevyn 	1	Boy	2021
2059	Rehbar 	1	Boy	2021
2059	Rehmat	1	Boy	2021
2059	Rehoboth 	1	Boy	2021
2059	Rehraas 	1	Boy	2021
2059	Reign-Snow 	1	Boy	2021
2059	Reilly 	1	Boy	2021
2059	Rein 	1	Boy	2021
2059	Reinaldo	1	Boy	2021
2059	Reinhardt 	1	Boy	2021
2059	Reiyapam 	1	Boy	2021
2059	Rell 	1	Boy	2021
2059	Remmier 	1	Boy	2021
2059	Remmington 	1	Boy	2021
2059	Rémy 	1	Boy	2021
2059	Renan	1	Boy	2021
2059	Rendell	1	Boy	2021
2059	Rene 	1	Boy	2021
2059	Renit	1	Boy	2021
2059	Renn 	1	Boy	2021
2059	Renner 	1	Boy	2021
2059	Renni 	1	Boy	2021
2059	Reno 	1	Boy	2021
2059	Renshin 	1	Boy	2021
2059	Reuel 	1	Boy	2021
2059	Rever 	1	Boy	2021
2059	Revik 	1	Boy	2021
2059	Rextin 	1	Boy	2021
2059	Reyaanveer 	1	Boy	2021
2059	Reyad 	1	Boy	2021
2059	Reyan 	1	Boy	2021
2059	Reyhan 	1	Boy	2021
2059	Rezwan	1	Boy	2021
2059	Rhein 	1	Boy	2021
2059	Rhen 	1	Boy	2021
2059	Rheon 	1	Boy	2021
2059	Rhettlee 	1	Boy	2021
2059	Rhettson 	1	Boy	2021
2059	Rhev 	1	Boy	2021
2059	Rheyn 	1	Boy	2021
2059	Rhiott 	1	Boy	2021
2059	Rhoen 	1	Boy	2021
2059	Rhogen 	1	Boy	2021
2059	Rhuben 	1	Boy	2021
2059	Rhyatt 	1	Boy	2021
2059	Rhye 	1	Boy	2021
2059	Rhyersyn 	1	Boy	2021
2059	Rhymel 	1	Boy	2021
2059	Rhythm	1	Boy	2021
2059	Riban	1	Boy	2021
2059	Ricco	1	Boy	2021
2059	Richmond	1	Boy	2021
2059	Richo 	1	Boy	2021
2059	Rick 	1	Boy	2021
2059	Ridam	1	Boy	2021
2059	Riddhant 	1	Boy	2021
2059	Ridharv 	1	Boy	2021
2059	Ridvan	1	Boy	2021
2059	Riel 	1	Boy	2021
2059	Rievin 	1	Boy	2021
2059	Rigdon 	1	Boy	2021
2059	Riggins	1	Boy	2021
2059	Rihan	1	Boy	2021
2059	Rikki 	1	Boy	2021
2059	Rimna	1	Boy	2021
2059	Rion 	1	Boy	2021
2059	Ripley 	1	Boy	2021
2059	Rippen 	1	Boy	2021
2059	Rippyn 	1	Boy	2021
2059	Rish	1	Boy	2021
2059	Rishen	1	Boy	2021
2059	Rishivan	1	Boy	2021
2059	Ritten 	1	Boy	2021
2059	Ritvik	1	Boy	2021
2059	Riuuize 	1	Boy	2021
2059	Rivet 	1	Boy	2021
2059	Rixon 	1	Boy	2021
2059	Riyaan 	1	Boy	2021
2059	Riyansh 	1	Boy	2021
2059	Riyaz	1	Boy	2021
2059	Rizwan	1	Boy	2021
2059	Rob 	1	Boy	2021
2059	Robb 	1	Boy	2021
2059	Robbie 	1	Boy	2021
2059	Robbie-Jude 	1	Boy	2021
2059	Robel 	1	Boy	2021
2059	Robin-Max 	1	Boy	2021
2059	Robsan	1	Boy	2021
2059	Robson 	1	Boy	2021
2059	Roch	1	Boy	2021
2059	Rock 	1	Boy	2021
2059	Rockford 	1	Boy	2021
2059	Rockwell 	1	Boy	2021
2059	Rocque 	1	Boy	2021
2059	Roczen 	1	Boy	2021
2059	Rodolfo 	1	Boy	2021
2059	Roger 	1	Boy	2021
2059	Rohane	1	Boy	2021
2059	Rohin 	1	Boy	2021
2059	Roi	1	Boy	2021
2059	Roian	1	Boy	2021
2059	Roj-Mathew 	1	Boy	2021
2059	Rolland 	1	Boy	2021
2059	Romeet 	1	Boy	2021
2059	Romero 	1	Boy	2021
2059	Romit	1	Boy	2021
2059	Ron 	1	Boy	2021
2059	Ronav	1	Boy	2021
2059	Ronel 	1	Boy	2021
2059	Roni 	1	Boy	2021
2059	Ronik 	1	Boy	2021
2059	Ronit	1	Boy	2021
2059	Ronith	1	Boy	2021
2059	Ronoah 	1	Boy	2021
2059	Rooney 	1	Boy	2021
2059	Rope 	1	Boy	2021
2059	Roque 	1	Boy	2021
2059	Roran 	1	Boy	2021
2059	Roryn 	1	Boy	2021
2059	Roscoe 	1	Boy	2021
2059	Roshan 	1	Boy	2021
2059	Rossi 	1	Boy	2021
2059	Rourke 	1	Boy	2021
2059	Roux 	1	Boy	2021
2059	Rowdy 	1	Boy	2021
2059	Rowe 	1	Boy	2021
2059	Roxton 	1	Boy	2021
2059	Royland 	1	Boy	2021
2059	Rozen 	1	Boy	2021
2059	Ru'El 	1	Boy	2021
2059	Ruairi 	1	Boy	2021
2059	Rubab 	1	Boy	2021
2059	Rubin	1	Boy	2021
2059	Rudi 	1	Boy	2021
2059	Rudraveer	1	Boy	2021
2059	Rue 	1	Boy	2021
2059	Rueben	1	Boy	2021
2059	Rueger 	1	Boy	2021
2059	Rufio 	1	Boy	2021
2059	Ruhaanvir 	1	Boy	2021
2059	Ruhirwa	1	Boy	2021
2059	Ruida 	1	Boy	2021
2059	Ruiqi	1	Boy	2021
2059	Rumbo 	1	Boy	2021
2059	Rumeth 	1	Boy	2021
2059	Rumi 	1	Boy	2021
2059	Rusheel 	1	Boy	2021
2059	Rutley 	1	Boy	2021
2059	Ryaan	1	Boy	2021
2059	Ryaanvir 	1	Boy	2021
2059	Ryburn 	1	Boy	2021
2059	Ryco 	1	Boy	2021
2059	Rydan 	1	Boy	2021
2059	Rydergordon	1	Boy	2021
2059	Rydley 	1	Boy	2021
2059	Rye 	1	Boy	2021
2059	Ryer 	1	Boy	2021
2059	Ryett 	1	Boy	2021
2059	Ryken 	1	Boy	2021
2059	Ryles 	1	Boy	2021
2059	Ryley 	1	Boy	2021
2059	Rylin 	1	Boy	2021
2059	Rylyn 	1	Boy	2021
2059	Ryman 	1	Boy	2021
2059	Rymon 	1	Boy	2021
2059	Ryut 	1	Boy	2021
2059	Ryyan 	1	Boy	2021
2059	Saab 	1	Boy	2021
2059	Saadiq 	1	Boy	2021
2059	Saaham 	1	Boy	2021
2059	Sabaif	1	Boy	2021
2059	Saber 	1	Boy	2021
2059	Sable 	1	Boy	2021
2059	Sachin 	1	Boy	2021
2059	Saddik 	1	Boy	2021
2059	Sadhu 	1	Boy	2021
2059	Sadi 	1	Boy	2021
2059	Sadir 	1	Boy	2021
2059	Sadoke 	1	Boy	2021
2059	Sadra	1	Boy	2021
2059	Saelem 	1	Boy	2021
2059	Safan	1	Boy	2021
2059	Safi	1	Boy	2021
2059	Sagal-Azeez	1	Boy	2021
2059	Sager 	1	Boy	2021
2059	Sahal 	1	Boy	2021
2059	Sahan	1	Boy	2021
2059	Saheb 	1	Boy	2021
2059	Sahelegebriel 	1	Boy	2021
2059	Sahibjit 	1	Boy	2021
2059	Sahibveer 	1	Boy	2021
2059	Sahil	1	Boy	2021
2059	Sahir	1	Boy	2021
2059	Sahveer 	1	Boy	2021
2059	Sahvin 	1	Boy	2021
2059	Sailor 	1	Boy	2021
2059	Sairrus 	1	Boy	2021
2059	Saiyum	1	Boy	2021
2059	Saje 	1	Boy	2021
2059	Sajjen 	1	Boy	2021
2059	Salaar	1	Boy	2021
2059	Salah	1	Boy	2021
2059	Saleh	1	Boy	2021
2059	Salieu 	1	Boy	2021
2059	Salim	1	Boy	2021
2059	Samale 	1	Boy	2021
2059	Samarpartap 	1	Boy	2021
2059	Samarvir 	1	Boy	2021
2059	Samatar	1	Boy	2021
2059	Sambridh	1	Boy	2021
2059	Samer 	1	Boy	2021
2059	Samiksh	1	Boy	2021
2059	Samraat 	1	Boy	2021
2059	Samraj 	1	Boy	2021
2059	Samrat 	1	Boy	2021
2059	Samreet	1	Boy	2021
2059	Samrit	1	Boy	2021
2059	Samuel-Yedidiah	1	Boy	2021
2059	Samy 	1	Boy	2021
2059	Sanam	1	Boy	2021
2059	Sanav 	1	Boy	2021
2059	Sander 	1	Boy	2021
2059	Sanjam 	1	Boy	2021
2059	Sanmyog	1	Boy	2021
2059	Sano 	1	Boy	2021
2059	Sanveer	1	Boy	2021
2059	Sanyii 	1	Boy	2021
2059	Sapana 	1	Boy	2021
2059	Saransh	1	Boy	2021
2059	Sarbat 	1	Boy	2021
2059	Sarnoor 	1	Boy	2021
2059	Sarthak	1	Boy	2021
2059	Sarvesh	1	Boy	2021
2059	Sarwan 	1	Boy	2021
2059	Sathiv 	1	Boy	2021
2059	Satsuhaan 	1	Boy	2021
2059	Savitoj 	1	Boy	2021
2059	Savtaz 	1	Boy	2021
2059	Sawal 	1	Boy	2021
2059	Sayan	1	Boy	2021
2059	Sayomipe 	1	Boy	2021
2059	Scooter 	1	Boy	2021
2059	Scotty 	1	Boy	2021
2059	Scout 	1	Boy	2021
2059	Seán 	1	Boy	2021
2059	Seare 	1	Boy	2021
2059	Sebastiano	1	Boy	2021
2059	Sebastien 	1	Boy	2021
2059	Sébastien 	1	Boy	2021
2059	Sébatian 	1	Boy	2021
2059	Sederi 	1	Boy	2021
2059	Seffan 	1	Boy	2021
2059	Sehajdeep 	1	Boy	2021
2059	Sehbaaz 	1	Boy	2021
2059	Sehbaz 	1	Boy	2021
2059	Sehvan 	1	Boy	2021
2059	Seif	1	Boy	2021
2059	Seim 	1	Boy	2021
2059	Sekaraya 	1	Boy	2021
2059	Sekou 	1	Boy	2021
2059	Semayawi 	1	Boy	2021
2059	Senai 	1	Boy	2021
2059	Seville 	1	Boy	2021
2059	Sevvy 	1	Boy	2021
2059	Seyan 	1	Boy	2021
2059	Seyed 	1	Boy	2021
2059	Shaan 	1	Boy	2021
2059	Shaarav	1	Boy	2021
2059	Shaddai 	1	Boy	2021
2059	Shadi 	1	Boy	2021
2059	Shadox 	1	Boy	2021
2059	Shah'Qeem 	1	Boy	2021
2059	Shahan	1	Boy	2021
2059	Shahmir 	1	Boy	2021
2059	Shahnoor 	1	Boy	2021
2059	Shahwaiz	1	Boy	2021
2059	Shahzain	1	Boy	2021
2059	Shahzmir	1	Boy	2021
2059	Shaiiko 	1	Boy	2021
2059	Shalom 	1	Boy	2021
2059	Shambhav 	1	Boy	2021
2059	Shammah 	1	Boy	2021
2059	Shams 	1	Boy	2021
2059	Shandon 	1	Boy	2021
2059	Shaneo 	1	Boy	2021
2059	Shant	1	Boy	2021
2059	Shaquille 	1	Boy	2021
2059	Sharadwat	1	Boy	2021
2059	Sharan	1	Boy	2021
2059	Sharav 	1	Boy	2021
2059	Sharvil	1	Boy	2021
2059	Shastin 	1	Boy	2021
2059	Shaveer 	1	Boy	2021
2059	Shawdin 	1	Boy	2021
2059	Shay 	1	Boy	2021
2059	Shayne 	1	Boy	2021
2059	Shazar 	1	Boy	2021
2059	Sheban 	1	Boy	2021
2059	Sheeran 	1	Boy	2021
2059	Shees	1	Boy	2021
2059	Shehroz	1	Boy	2021
2059	Sheik 	1	Boy	2021
2059	Sheikh 	1	Boy	2021
2059	Sheith	1	Boy	2021
2059	Sheldon 	1	Boy	2021
2059	Shen 	1	Boy	2021
2059	Shenhet 	1	Boy	2021
2059	Shenzhi	1	Boy	2021
2059	Sheriff	1	Boy	2021
2059	Shey 	1	Boy	2021
2059	Shiekh 	1	Boy	2021
2059	Shihab 	1	Boy	2021
2059	Shine 	1	Boy	2021
2059	Shion	1	Boy	2021
2059	Shiva 	1	Boy	2021
2059	Shivaan	1	Boy	2021
2059	Shivaay 	1	Boy	2021
2059	Shivam 	1	Boy	2021
2059	Shivrai 	1	Boy	2021
2059	Shivum	1	Boy	2021
2059	Sho	1	Boy	2021
2059	Sholin 	1	Boy	2021
2059	Sholom 	1	Boy	2021
2059	Shoolin	1	Boy	2021
2059	Shraey	1	Boy	2021
2059	Shrey 	1	Boy	2021
2059	Shreyan	1	Boy	2021
2059	Shreyansh 	1	Boy	2021
2059	Shreyas	1	Boy	2021
2059	Shridhar	1	Boy	2021
2059	Shrihaan 	1	Boy	2021
2059	Shrinivas 	1	Boy	2021
2059	Shriyam	1	Boy	2021
2059	Shriyan 	1	Boy	2021
2059	Shryan	1	Boy	2021
2059	Shuvam	1	Boy	2021
2059	Siaan 	1	Boy	2021
2059	Sidakveer 	1	Boy	2021
2059	Sidda 	1	Boy	2021
2059	Siddharth	1	Boy	2021
2059	Sidharth	1	Boy	2021
2059	Siedon 	1	Boy	2021
2059	Siege 	1	Boy	2021
2059	Siegfried 	1	Boy	2021
2059	Sikander 	1	Boy	2021
2059	Silis 	1	Boy	2021
2059	Silo 	1	Boy	2021
2059	Silvan 	1	Boy	2021
2059	Silver 	1	Boy	2021
2059	Silvius 	1	Boy	2021
2059	Sinaan	1	Boy	2021
2059	Sinan	1	Boy	2021
2059	Sinobi 	1	Boy	2021
2059	Sinobichukwu 	1	Boy	2021
2059	Sinodos	1	Boy	2021
2059	Sion 	1	Boy	2021
2059	Sione 	1	Boy	2021
2059	Sîpiy 	1	Boy	2021
2059	Sir 	1	Boy	2021
2059	Sirana	1	Boy	2021
2059	Sire 	1	Boy	2021
2059	Sirjan 	1	Boy	2021
2059	Siwei	1	Boy	2021
2059	Sky 	1	Boy	2021
2059	Skylynn 	1	Boy	2021
2059	Slade	1	Boy	2021
2059	Slate 	1	Boy	2021
2059	Slayde 	1	Boy	2021
2059	Sleiman 	1	Boy	2021
2059	Sloak 	1	Boy	2021
2059	Sloan 	1	Boy	2021
2059	Smith 	1	Boy	2021
2059	Sohaib	1	Boy	2021
2059	Sohail	1	Boy	2021
2059	Sohan 	1	Boy	2021
2059	Sohin 	1	Boy	2021
2059	Sohrab 	1	Boy	2021
2059	Sohum 	1	Boy	2021
2059	Sol 	1	Boy	2021
2059	Somto 	1	Boy	2021
2059	Somtochukwu 	1	Boy	2021
2059	Soora 	1	Boy	2021
2059	Sop 	1	Boy	2021
2059	Sora	1	Boy	2021
2059	Sorin 	1	Boy	2021
2059	Soroush	1	Boy	2021
2059	Sorren 	1	Boy	2021
2059	Souleyman	1	Boy	2021
2059	Soulon 	1	Boy	2021
2059	Sova 	1	Boy	2021
2059	Splendour 	1	Boy	2021
2059	Spurgeon 	1	Boy	2021
2059	Srey 	1	Boy	2021
2059	Srihaan	1	Boy	2021
2059	Sriyaan 	1	Boy	2021
2059	Srot	1	Boy	2021
2059	Standon 	1	Boy	2021
2059	Stanford 	1	Boy	2021
2059	Stanlee 	1	Boy	2021
2059	Stanton 	1	Boy	2021
2059	Stathi 	1	Boy	2021
2059	Stefanos	1	Boy	2021
2059	Steffan 	1	Boy	2021
2059	Stephane-Ramzi	1	Boy	2021
2059	Stettler 	1	Boy	2021
2059	Stetyn 	1	Boy	2021
2059	Stian 	1	Boy	2021
2059	Stone 	1	Boy	2021
2059	Storm 	1	Boy	2021
2059	Striker 	1	Boy	2021
2059	Strive 	1	Boy	2021
2059	Strummer 	1	Boy	2021
2059	Stryder 	1	Boy	2021
2059	Stryker 	1	Boy	2021
2059	Stuart 	1	Boy	2021
2059	Subir 	1	Boy	2021
2059	Sufian 	1	Boy	2021
2059	Sufyaan	1	Boy	2021
2059	Suhaan 	1	Boy	2021
2059	Suhaib 	1	Boy	2021
2059	Sukhchain 	1	Boy	2021
2059	Sukhnam 	1	Boy	2021
2059	Suleyman 	1	Boy	2021
2059	Sumair 	1	Boy	2021
2059	Summit 	1	Boy	2021
2059	Sung-Soo	1	Boy	2021
2059	Sunil 	1	Boy	2021
2059	Sunjot	1	Boy	2021
2059	Surafel 	1	Boy	2021
2059	Suriya 	1	Boy	2021
2059	Susanth	1	Boy	2021
2059	Suveer	1	Boy	2021
2059	Swae 	1	Boy	2021
2059	Swai 	1	Boy	2021
2059	Swar	1	Boy	2021
2059	Swayze 	1	Boy	2021
2059	Sydney	1	Boy	2021
2059	Sylis 	1	Boy	2021
2059	Sylvan 	1	Boy	2021
2059	Sylys 	1	Boy	2021
2059	Symeon	1	Boy	2021
2059	Symond 	1	Boy	2021
2059	Szeian 	1	Boy	2021
2059	T'Siah 	1	Boy	2021
2059	Taabish	1	Boy	2021
2059	Taaj 	1	Boy	2021
2059	Taansh 	1	Boy	2021
2059	Tabious 	1	Boy	2021
2059	Tadashe 	1	Boy	2021
2059	Taddius 	1	Boy	2021
2059	Tadek 	1	Boy	2021
2059	Tadeo 	1	Boy	2021
2059	Tadgh 	1	Boy	2021
2059	Tae 	1	Boy	2021
2059	Taegen 	1	Boy	2021
2059	Taemin 	1	Boy	2021
2059	Tage 	1	Boy	2021
2059	Tahir 	1	Boy	2021
2059	Tài 	1	Boy	2021
2059	Taigh 	1	Boy	2021
2059	Taiken 	1	Boy	2021
2059	Taish 	1	Boy	2021
2059	Taj 	1	Boy	2021
2059	Takoda 	1	Boy	2021
2059	Talan 	1	Boy	2021
2059	Talat 	1	Boy	2021
2059	Taliesin 	1	Boy	2021
2059	Tanjot	1	Boy	2021
2059	Tanvir 	1	Boy	2021
2059	Taraoluwa 	1	Boy	2021
2059	Tarek 	1	Boy	2021
2059	Taren 	1	Boy	2021
2059	Tareq 	1	Boy	2021
2059	Tarik 	1	Boy	2021
2059	Taris 	1	Boy	2021
2059	Taron 	1	Boy	2021
2059	Tarsh 	1	Boy	2021
2059	Taru	1	Boy	2021
2059	Tashlin 	1	Boy	2021
2059	Tashu 	1	Boy	2021
2059	Tasima 	1	Boy	2021
2059	Tatem 	1	Boy	2021
2059	Tater 	1	Boy	2021
2059	Taurus 	1	Boy	2021
2059	Tave 	1	Boy	2021
2059	Tavish 	1	Boy	2021
2059	Tavius 	1	Boy	2021
2059	Tawa	1	Boy	2021
2059	Tawaf 	1	Boy	2021
2059	Tawana 	1	Boy	2021
2059	Tayden 	1	Boy	2021
2059	Taylan 	1	Boy	2021
2059	Taylius 	1	Boy	2021
2059	Tayo 	1	Boy	2021
2059	Tayon 	1	Boy	2021
2059	Tayte 	1	Boy	2021
2059	Tayvian 	1	Boy	2021
2059	Tayvion 	1	Boy	2021
2059	Tayzen 	1	Boy	2021
2059	Taz 	1	Boy	2021
2059	Te-Ahumairangi 	1	Boy	2021
2059	Teagan 	1	Boy	2021
2059	Teagen 	1	Boy	2021
2059	Teal 	1	Boy	2021
2059	Ted 	1	Boy	2021
2059	Tedryk 	1	Boy	2021
2059	Tega 	1	Boy	2021
2059	Tegan 	1	Boy	2021
2059	Teghbir 	1	Boy	2021
2059	Teghnivaaz 	1	Boy	2021
2059	Tehl 	1	Boy	2021
2059	Tej 	1	Boy	2021
2059	Tejasveer	1	Boy	2021
2059	Tejveer	1	Boy	2021
2059	Telminen	1	Boy	2021
2059	Téo 	1	Boy	2021
2059	Teodor	1	Boy	2021
2059	Teodors 	1	Boy	2021
2059	Térènce 	1	Boy	2021
2059	Terna 	1	Boy	2021
2059	Terrence 	1	Boy	2021
2059	Terrik 	1	Boy	2021
2059	Tesfagabr 	1	Boy	2021
2059	Tesloach 	1	Boy	2021
2059	Tewodros 	1	Boy	2021
2059	Tex 	1	Boy	2021
2059	Thabiso 	1	Boy	2021
2059	Thayne 	1	Boy	2021
2059	Theio 	1	Boy	2021
2059	Theloneus 	1	Boy	2021
2059	Theoden 	1	Boy	2021
2059	Theovyn	1	Boy	2021
2059	Thibault 	1	Boy	2021
2059	Thierry 	1	Boy	2021
2059	Thijs 	1	Boy	2021
2059	Thirdy 	1	Boy	2021
2059	Thiyash	1	Boy	2021
2059	Thomás	1	Boy	2021
2059	Thomas-John 	1	Boy	2021
2059	Thomaz 	1	Boy	2021
2059	Thomson 	1	Boy	2021
2059	Thor 	1	Boy	2021
2059	Thoren 	1	Boy	2021
2059	Thornley 	1	Boy	2021
2059	Thorsten 	1	Boy	2021
2059	Thyodore 	1	Boy	2021
2059	Ti-Abasi 	1	Boy	2021
2059	Tiam	1	Boy	2021
2059	Tichadei 	1	Boy	2021
2059	Tiego 	1	Boy	2021
2059	Tiernan 	1	Boy	2021
2059	Tigo 	1	Boy	2021
2059	Tihami	1	Boy	2021
2059	Timmy 	1	Boy	2021
2059	Tinashe 	1	Boy	2021
2059	Tînda 	1	Boy	2021
2059	Tioluwanimi 	1	Boy	2021
2059	Tirawat	1	Boy	2021
2059	Tirth 	1	Boy	2021
2059	Tito 	1	Boy	2021
2059	Tivon 	1	Boy	2021
2059	Tjijanguno	1	Boy	2021
2059	Tnsae 	1	Boy	2021
2059	Tobé 	1	Boy	2021
2059	Tobechi 	1	Boy	2021
2059	Tobia	1	Boy	2021
2059	Tobias-Kingsley 	1	Boy	2021
2059	Tobiasz 	1	Boy	2021
2059	Tobiloba 	1	Boy	2021
2059	Tobin 	1	Boy	2021
2059	Tobin-Jones 	1	Boy	2021
2059	Tomás 	1	Boy	2021
2059	Tomiwa 	1	Boy	2021
2059	Tommaso	1	Boy	2021
2059	Tongxuan 	1	Boy	2021
2059	Topaz-Zion 	1	Boy	2021
2059	Tor 	1	Boy	2021
2059	Toran 	1	Boy	2021
2059	Torben 	1	Boy	2021
2059	Tori 	1	Boy	2021
2059	Torrey 	1	Boy	2021
2059	Torrin 	1	Boy	2021
2059	Torsten 	1	Boy	2021
2059	Totem 	1	Boy	2021
2059	Tovios 	1	Boy	2021
2059	Traecyn 	1	Boy	2021
2059	Traeden 	1	Boy	2021
2059	Traeton 	1	Boy	2021
2059	Trai 	1	Boy	2021
2059	Trake 	1	Boy	2021
2059	Tran 	1	Boy	2021
2059	Travien 	1	Boy	2021
2059	Trayden 	1	Boy	2021
2059	Trayvon 	1	Boy	2021
2059	Trea 	1	Boy	2021
2059	Trent 	1	Boy	2021
2059	Trenton 	1	Boy	2021
2059	Trevaughn 	1	Boy	2021
2059	Trevier 	1	Boy	2021
2059	Trevoir-Jason 	1	Boy	2021
2059	Trew 	1	Boy	2021
2059	Treyzick 	1	Boy	2021
2059	Trinann 	1	Boy	2021
2059	Triomphe 	1	Boy	2021
2059	Trip 	1	Boy	2021
2059	Tripper 	1	Boy	2021
2059	Tristen 	1	Boy	2021
2059	Tristin 	1	Boy	2021
2059	Trivedh	1	Boy	2021
2059	Troi	1	Boy	2021
2059	True 	1	Boy	2021
2059	Trung 	1	Boy	2021
2059	Trustin 	1	Boy	2021
2059	Trygve 	1	Boy	2021
2059	Tryp 	1	Boy	2021
2059	Tshimologo 	1	Boy	2021
2059	Tua 	1	Boy	2021
2059	Tukker 	1	Boy	2021
2059	Tullan 	1	Boy	2021
2059	Turish 	1	Boy	2021
2059	Turner-Jeffory 	1	Boy	2021
2059	Twayne 	1	Boy	2021
2059	Twin 	1	Boy	2021
2059	Tyberius 	1	Boy	2021
2059	Tyce 	1	Boy	2021
2059	Tye 	1	Boy	2021
2059	Tyilus 	1	Boy	2021
2059	Tylen-Jace 	1	Boy	2021
2059	Tyler-Austin 	1	Boy	2021
2059	Tyr 	1	Boy	2021
2059	Tyrael-Lorne	1	Boy	2021
2059	Tyreek 	1	Boy	2021
2059	Tyren 	1	Boy	2021
2059	Tyrion 	1	Boy	2021
2059	Tyrnne 	1	Boy	2021
2059	Tyrone	1	Boy	2021
2059	Tytus 	1	Boy	2021
2059	Tywin 	1	Boy	2021
2059	Tyxus 	1	Boy	2021
2059	Tyze 	1	Boy	2021
2059	Tyzick 	1	Boy	2021
2059	Udairaj 	1	Boy	2021
2059	Uday 	1	Boy	2021
2059	Udayvir 	1	Boy	2021
2059	Uddhum 	1	Boy	2021
2059	Udhamveer 	1	Boy	2021
2059	Udhaybir	1	Boy	2021
2059	Ugochukwu 	1	Boy	2021
2059	Uhtred 	1	Boy	2021
2059	Uka 	1	Boy	2021
2059	Uli 	1	Boy	2021
2059	Ulrich 	1	Boy	2021
2059	Umayr 	1	Boy	2021
2059	Umer 	1	Boy	2021
2059	Uneek 	1	Boy	2021
2059	Universe 	1	Boy	2021
2059	Uqbah	1	Boy	2021
2059	Urael	1	Boy	2021
2059	Uriel 	1	Boy	2021
2059	Urim 	1	Boy	2021
2059	Urjasz	1	Boy	2021
2059	Urudinifechukwu 	1	Boy	2021
2059	Uttam 	1	Boy	2021
2059	Uzayr 	1	Boy	2021
2059	Vaayu 	1	Boy	2021
2059	Vahin	1	Boy	2021
2059	Valavan 	1	Boy	2021
2059	Valentine 	1	Boy	2021
2059	Vallabh 	1	Boy	2021
2059	Valters 	1	Boy	2021
2059	Valvatorez	1	Boy	2021
2059	Vann 	1	Boy	2021
2059	Varenyam	1	Boy	2021
2059	Variyam 	1	Boy	2021
2059	Varlaam 	1	Boy	2021
2059	Varni 	1	Boy	2021
2059	Varun 	1	Boy	2021
2059	Varush 	1	Boy	2021
2059	Vasiliy	1	Boy	2021
2059	Vassi 	1	Boy	2021
2059	Vayden 	1	Boy	2021
2059	Vedansh	1	Boy	2021
2059	Vedh	1	Boy	2021
2059	Veerin	1	Boy	2021
